Date,Close,Close_Sma30,Close_Sma252
1993-07-12,2826.39990234375,,
1993-07-13,2843.39990234375,,
1993-07-14,2851.10009765625,,
1993-07-15,2843.699951171875,,
1993-07-16,2830.5,,
1993-07-19,2822.199951171875,,
1993-07-20,2840.0,,
1993-07-21,2830.5,,
1993-07-22,2838.89990234375,,
1993-07-23,2855.89990234375,,
1993-07-26,2873.0,,
1993-07-27,2876.60009765625,,
1993-07-28,2901.89990234375,,
1993-07-29,2963.199951171875,,
1993-07-30,2981.199951171875,,
1993-08-02,3019.699951171875,,
1993-08-03,2994.0,,
1993-08-04,2985.800048828125,,
1993-08-05,2981.199951171875,,
1993-08-06,2993.800048828125,,
1993-08-09,2989.300048828125,,
1993-08-10,3002.89990234375,,
1993-08-11,3032.39990234375,,
1993-08-12,3087.0,,
1993-08-13,3112.699951171875,,
1993-08-16,3113.89990234375,,
1993-08-17,3167.0,,
1993-08-18,3206.699951171875,,
1993-08-19,3231.199951171875,,
1993-08-20,3229.89990234375,2970.866634114583,
1993-08-23,3219.800048828125,2983.979972330729,
1993-08-24,3250.89990234375,2997.5633056640627,
1993-08-25,3300.699951171875,3012.5499674479165,
1993-08-26,3331.0,3028.7933024088543,
1993-08-27,3363.39990234375,3046.556632486979,
1993-08-30,3379.10009765625,3065.119970703125,
1993-08-31,3360.199951171875,3082.459969075521,
1993-09-01,3264.39990234375,3096.923299153646,
1993-09-02,3288.89990234375,3111.923299153646,
1993-09-03,3269.300048828125,3125.703304036458,
1993-09-06,3253.10009765625,3138.3733072916666,
1993-09-07,3271.89990234375,3151.5499674479165,
1993-09-08,3262.0,3163.5533040364585,
1993-09-09,3232.10009765625,3172.516642252604,
1993-09-10,3183.199951171875,3179.2499755859376,
1993-09-13,3137.89990234375,3183.189973958333,
1993-09-14,3181.5,3189.439973958333,
1993-09-15,3117.699951171875,3193.836637369792,
1993-09-16,3120.60009765625,3198.4833089192707,
1993-09-17,3139.199951171875,3203.329972330729,
1993-09-20,3187.5,3209.9366373697917,
1993-09-21,3170.10009765625,3215.509977213542,
1993-09-22,3131.0,3218.7966471354166,
1993-09-23,3112.199951171875,3219.6366455078123,
1993-09-24,3101.800048828125,3219.2733154296875,
1993-09-27,3147.39990234375,3220.3899820963543,
1993-09-28,3171.89990234375,3220.5533121744793,
1993-09-29,3171.5,3219.37998046875,
1993-09-30,3177.300048828125,3217.583317057292,
1993-10-01,3180.300048828125,3215.9299886067706,
1993-10-04,3167.60009765625,3214.189990234375,
1993-10-05,3210.39990234375,3212.839990234375,
1993-10-06,3242.5,3210.8999918619793,
1993-10-07,3237.699951171875,3207.789990234375,
1993-10-08,3259.699951171875,3204.3333251953127,
1993-10-11,3285.199951171875,3201.2033203125,
1993-10-13,3291.300048828125,3198.9066569010415,
1993-10-14,3316.89990234375,3200.6566569010415,
1993-10-15,3339.199951171875,3202.3333251953127,
1993-10-18,3356.0,3205.223323567708,
1993-10-19,3352.39990234375,3208.5333170572917,
1993-10-20,3382.800048828125,3212.229988606771,
1993-10-21,3407.800048828125,3217.089990234375,
1993-10-22,3478.10009765625,3225.289990234375,
1993-10-25,3456.60009765625,3234.403328450521,
1993-10-26,3436.699951171875,3244.363330078125,
1993-10-27,3396.60009765625,3251.5333333333333,
1993-10-28,3429.300048828125,3261.9200032552085,
1993-10-29,3449.60009765625,3272.886669921875,
1993-11-02,3436.800048828125,3282.806673177083,
1993-11-03,3450.5,3291.57333984375,
1993-11-04,3428.0,3300.1700032552085,
1993-11-05,3348.199951171875,3307.4100016276043,
1993-11-08,3341.800048828125,3315.063338216146,
1993-11-09,3364.300048828125,3323.813338216146,
1993-11-10,3358.199951171875,3330.8400065104165,
1993-11-11,3358.39990234375,3337.056673177083,
1993-11-12,3354.199951171875,3343.1466715494794,
1993-11-15,3371.699951171875,3349.626668294271,
1993-11-16,3405.60009765625,3357.136669921875,
1993-11-17,3445.5,3366.4,
1993-11-18,3435.699951171875,3373.9100016276043,
1993-11-19,3415.800048828125,3379.686669921875,
1993-11-22,3356.60009765625,3383.650008138021,
1993-11-23,3327.10009765625,3385.8966796875,
1993-11-24,3288.89990234375,3386.020011393229,
1993-11-25,3320.199951171875,3386.9833414713544,
1993-11-26,3334.800048828125,3387.580013020833,
1993-11-29,3313.10009765625,3386.7100179036456,
1993-11-30,3280.10009765625,3384.1800211588543,
1993-12-01,3348.5,3384.0500244140626,
1993-12-02,3380.89990234375,3383.9866861979167,
1993-12-03,3417.199951171875,3384.300016276042,
1993-12-07,3422.10009765625,3382.433349609375,
1993-12-09,3460.699951171875,3382.5700113932294,
1993-12-10,3457.60009765625,3383.2666829427085,
1993-12-13,3460.10009765625,3385.383349609375,
1993-12-14,3417.300048828125,3384.983349609375,
1993-12-15,3417.0,3383.8966796875,
1993-12-16,3442.800048828125,3384.0966796875,
1993-12-17,3453.5,3384.1966796875,
1993-12-20,3518.5,3387.213346354167,
1993-12-21,3547.60009765625,3393.8600179036457,
1993-12-22,3562.800048828125,3401.2266845703125,
1993-12-23,3616.39990234375,3409.6300130208333,
1993-12-27,3631.5,3418.7400146484374,
1993-12-28,3574.300048828125,3425.9366861979165,
1993-12-29,3512.5,3431.2133544921876,
1993-12-30,3567.60009765625,3437.743359375,
1993-12-31,3615.199951171875,3444.730021158854,
1994-01-03,3654.5,3451.6966878255207,
1994-01-04,3630.300048828125,3458.183357747396,
1994-01-05,3621.199951171875,3465.030021158854,
1994-01-07,3636.39990234375,3474.356681315104,
1994-01-10,3660.60009765625,3485.473347981771,
1994-01-11,3712.39990234375,3499.5900146484373,
1994-01-12,3680.10009765625,3511.5866861979166,
1994-01-13,3680.800048828125,3523.12001953125,
1994-01-14,3736.39990234375,3537.230013020833,
1994-01-17,3729.10009765625,3552.1966796875,
1994-01-18,3757.0,3565.8133463541667,
1994-01-19,3811.300048828125,3580.160017903646,
1994-01-20,3794.39990234375,3592.733349609375,
1994-01-21,3790.5,3605.0133463541665,
1994-01-24,3762.60009765625,3615.0766845703124,
1994-01-25,3811.5,3626.8733479817706,
1994-01-26,3874.60009765625,3640.6900146484377,
1994-01-27,3875.89990234375,3655.9766764322917,
1994-01-28,3915.699951171875,3672.6000081380207,
1994-01-31,3980.5,3690.52333984375,
1994-02-01,3896.89990234375,3705.3033365885417,
1994-02-02,3947.0,3719.586669921875,
1994-02-03,3924.60009765625,3732.1533365885416,
1994-02-04,3947.39990234375,3744.9733317057294,
1994-02-07,3868.800048828125,3753.386669921875,
1994-02-08,3918.39990234375,3762.95,
1994-02-09,3910.5,3774.1566650390623,
1994-02-10,3888.0,3786.673331705729,
1994-02-11,3849.300048828125,3796.063330078125,
1994-02-14,3828.5,3803.173331705729,
1994-02-15,3828.5,3808.9733317057294,
1994-02-16,3836.199951171875,3815.836661783854,
1994-02-17,3850.5,3823.4799967447916,
1994-02-18,3808.199951171875,3829.2066650390625,
1994-02-21,3728.5,3831.4699951171874,
1994-02-22,3744.300048828125,3832.5333333333333,
1994-02-23,3777.0,3835.763330078125,
1994-02-24,3710.0,3836.7366617838543,
1994-02-25,3704.199951171875,3835.663330078125,
1994-02-28,3739.699951171875,3836.0166585286456,
1994-03-01,3656.800048828125,3832.67666015625,
1994-03-02,3568.10009765625,3824.5699951171873,
1994-03-03,3625.5,3818.9399983723956,
1994-03-04,3688.60009765625,3815.5433349609375,
1994-03-07,3757.39990234375,3815.3699951171875,
1994-03-08,3726.699951171875,3812.5433268229167,
1994-03-09,3699.300048828125,3806.699991861979,
1994-03-10,3691.199951171875,3800.5433268229167,
1994-03-11,3665.199951171875,3792.193326822917,
1994-03-14,3732.39990234375,3783.9233235677084,
1994-03-15,3783.300048828125,3780.1366617838544,
1994-03-16,3743.60009765625,3773.3566650390626,
1994-03-17,3740.0,3767.203328450521,
1994-03-18,3705.10009765625,3759.126668294271,
1994-03-21,3666.60009765625,3752.386669921875,
1994-03-22,3670.0,3744.1066731770834,
1994-03-23,3682.199951171875,3736.4966715494793,
1994-03-24,3624.89990234375,3727.726668294271,
1994-03-25,3610.10009765625,3719.7533365885415,
1994-03-28,3592.800048828125,3711.8966715494794,
1994-03-29,3552.199951171875,3702.686669921875,
1994-03-30,3489.10009765625,3691.1166748046876,
1994-03-31,3489.10009765625,3679.0700113932294,
1994-04-05,3483.39990234375,3668.243343098958,
1994-04-06,3521.10009765625,3661.330013020833,
1994-04-07,3525.300048828125,3654.0300130208334,
1994-04-08,3556.39990234375,3646.6766764322915,
1994-04-11,3587.39990234375,3642.5900065104165,
1994-04-12,3589.5,3638.7666748046877,
1994-04-13,3545.5,3632.2933430989583,
1994-04-14,3498.60009765625,3627.020011393229,
1994-04-15,3460.199951171875,3623.42333984375,
1994-04-18,3361.699951171875,3614.6300048828125,
1994-04-19,3394.39990234375,3604.8233317057293,
1994-04-20,3344.89990234375,3591.0733317057293,
1994-04-21,3364.39990234375,3578.9966634114585,
1994-04-22,3459.699951171875,3571.0099934895834,
1994-04-25,3459.699951171875,3563.2933268229167,
1994-04-26,3497.89990234375,3557.716658528646,
1994-04-27,3535.0,3551.1366617838544,
1994-04-28,3504.300048828125,3541.836661783854,
1994-04-29,3520.699951171875,3534.4066569010415,
1994-05-03,3432.0,3524.139990234375,
1994-05-04,3363.60009765625,3512.756656901042,
1994-05-05,3425.800048828125,3504.729988606771,
1994-05-06,3447.10009765625,3497.2999918619794,
1994-05-09,3397.5,3487.809993489583,
1994-05-10,3477.0,3482.8799967447917,
1994-05-11,3481.699951171875,3478.599991861979,
1994-05-12,3547.5,3477.089990234375,
1994-05-13,3569.89990234375,3477.6799886067706,
1994-05-16,3622.60009765625,3482.129988606771,
1994-05-17,3626.199951171875,3486.699983723958,
1994-05-18,3646.0,3492.1199869791667,
1994-05-19,3626.300048828125,3495.6266520182294,
1994-05-20,3663.89990234375,3500.246647135417,
1994-05-23,3649.60009765625,3503.3533203125,
1994-05-24,3631.5,3504.8233235677085,
1994-05-25,3556.60009765625,3503.72666015625,
1994-05-26,3578.10009765625,3504.813330078125,
1994-05-27,3560.89990234375,3506.889990234375,
1994-05-30,3561.89990234375,3510.279988606771,
1994-05-31,3512.60009765625,3515.309993489583,
1994-06-01,3439.699951171875,3516.8199951171873,
1994-06-02,3476.300048828125,3521.2,
1994-06-03,3507.39990234375,3525.9666666666667,
1994-06-06,3509.39990234375,3527.623331705729,
1994-06-07,3466.0,3527.8333333333335,
1994-06-08,3484.199951171875,3527.376668294271,
1994-06-09,3465.89990234375,3525.0733317057293,
1994-06-10,3495.699951171875,3524.786661783854,
1994-06-13,3440.0,3522.0966634114584,
1994-06-14,3455.300048828125,3522.873331705729,
1994-06-15,3399.60009765625,3524.0733317057293,
1994-06-16,3329.800048828125,3520.873331705729,
1994-06-17,3296.199951171875,3515.843326822917,
1994-06-20,3237.89990234375,3510.5233235677083,
1994-06-21,3166.5,3500.1733235677084,
1994-06-22,3215.300048828125,3491.2933268229167,
1994-06-23,3264.10009765625,3481.8466634114584,
1994-06-24,3189.0,3469.15,
1994-06-27,3174.300048828125,3454.2066650390625,
1994-06-28,3228.89990234375,3440.963330078125,
1994-06-29,3238.800048828125,3427.389998372396,
1994-06-30,3200.699951171875,3413.203328450521,
1994-07-01,3182.39990234375,3397.153328450521,
1994-07-04,3204.10009765625,3382.303328450521,
1994-07-05,3136.60009765625,3365.8066650390624,
1994-07-06,3093.89990234375,3350.3833251953124,
1994-07-07,3093.800048828125,3334.239990234375,
1994-07-08,3118.60009765625,3319.4966634114585,
1994-07-11,3147.699951171875,3305.6899983723956,3420.194044325087
1994-07-12,3183.60009765625,3294.7233317057294,3421.6115054175966
1994-07-13,3217.39990234375,3287.313330078125,3423.095632401724
1994-07-14,3235.699951171875,3279.2933268229167,3424.6218222966268
1994-07-15,3234.0,3270.179996744792,3426.170632014199
1994-07-18,3263.89990234375,3261.9966634114585,3427.8904728965153
1994-07-19,3273.199951171875,3255.5699951171873,3429.6801554361978
1994-07-20,3253.60009765625,3247.883333333333,3431.3214256649926
1994-07-21,3254.800048828125,3240.846671549479,3433.005156017485
